no,male,female,age,regular,daytime,others,enrolement  year,attendance,last month attendance,2 months ago attendance,3 months ago attendance,withdrawal,enrollement
1446,0,1,57,0,0,1,2,91,5,2,3,0,1
1447,0,1,31,1,0,0,2,34,2,2,3,0,1
1448,1,0,83,1,0,0,2,123,1,5,4,0,1
1449,1,0,44,1,0,0,2,146,1,2,2,0,1
1450,0,1,40,1,0,0,2,145,1,2,2,0,1
1451,1,0,62,1,0,0,2,372,13,14,14,0,1
1452,0,1,56,0,0,1,2,71,2,1,0,0,1
1453,1,0,32,0,0,1,2,35,0,0,0,0,1
1454,1,0,42,1,0,0,2,255,11,14,14,0,1
1455,0,1,63,0,1,0,2,140,9,5,1,0,1
1456,1,0,61,1,0,0,2,520,20,22,22,0,1
1457,1,0,31,1,0,0,2,166,3,4,7,0,1
1458,1,0,58,0,0,1,2,258,10,9,11,0,1
1459,1,0,64,0,0,1,2,0,0,0,0,0,1
1460,1,0,63,1,0,0,2,112,4,5,5,0,1
1461,1,0,36,1,0,0,2,3,0,0,0,0,1
1462,0,1,55,1,0,0,2,365,14,11,10,0,1
1463,1,0,71,0,0,1,2,23,1,0,1,0,1
1464,0,1,52,1,0,0,2,170,6,3,5,0,1
1465,0,1,62,0,1,0,2,179,5,9,11,0,1
1466,0,1,49,1,0,0,2,2,0,0,0,0,1
1467,0,1,41,0,0,1,2,40,2,1,0,0,1
1468,1,0,66,0,0,1,2,433,19,19,16,0,1
1469,1,0,27,1,0,0,2,8,0,0,0,0,1
1470,0,1,49,0,1,0,2,277,11,19,13,0,1
1471,0,1,46,1,0,0,2,94,6,5,4,0,1
1472,0,1,29,1,0,0,2,24,0,0,1,0,1
1473,1,0,33,0,0,1,2,144,8,8,12,0,1
1474,1,0,46,1,0,0,2,76,2,3,3,0,1
1475,0,1,62,0,0,1,2,22,1,0,1,0,1
1476,0,1,73,1,0,0,2,116,6,3,3,0,1
1477,0,1,61,0,0,1,2,491,13,17,16,0,1
1478,0,1,56,0,0,1,2,3,0,0,0,0,1
1479,0,1,71,0,0,1,2,491,25,23,23,0,1
1480,0,1,54,0,0,1,2,186,7,7,5,0,1
1481,0,1,56,1,0,0,2,196,10,7,6,0,1
1482,0,1,65,0,0,1,2,369,13,9,2,0,1
1483,1,0,73,0,0,1,2,226,11,11,12,0,1
1484,0,1,72,0,0,1,2,153,5,0,2,0,1
1485,1,0,50,1,0,0,2,225,9,9,8,0,1
1486,0,1,48,1,0,0,2,146,9,13,9,0,1
1487,0,1,53,1,0,0,2,49,1,0,0,0,1
1488,0,1,46,1,0,0,2,140,7,3,4,0,1
1489,0,1,73,1,0,0,2,357,22,22,8,0,1
1490,1,0,31,1,0,0,2,15,0,0,0,0,1
1491,0,1,47,1,0,0,2,130,4,4,3,0,1
1492,0,1,30,0,0,1,2,121,9,5,2,0,1
1493,1,0,81,0,0,1,2,581,25,23,21,0,1
1494,1,0,34,1,0,0,2,18,0,0,0,0,1
1495,0,1,43,1,0,0,2,179,6,3,4,0,1
1496,0,1,35,0,0,1,2,128,4,6,3,0,1
1497,0,1,46,0,0,1,2,450,19,16,16,0,1
1498,0,1,52,0,0,1,2,18,0,0,0,0,1
1499,0,1,44,1,0,0,2,257,4,10,3,0,1
1500,1,0,29,1,0,0,2,160,5,4,5,0,1
1501,0,1,28,1,0,0,2,43,0,1,0,0,1
1502,0,1,28,1,0,0,2,88,3,3,1,0,1
1503,0,1,41,1,0,0,2,38,0,2,0,0,1
1504,0,1,42,1,0,0,2,28,0,1,1,0,1
1505,1,0,38,1,0,0,2,231,13,17,12,0,1
1506,0,1,39,1,0,0,2,250,18,18,12,0,1
1507,0,1,67,0,0,1,2,508,19,20,18,0,1
1508,0,1,71,0,0,1,2,439,19,17,17,0,1
1509,0,1,51,1,0,0,2,17,0,0,0,0,1
1510,1,0,53,1,0,0,2,222,9,7,7,0,1
1511,0,1,58,1,0,0,2,13,0,2,0,0,1
1512,1,0,67,1,0,0,2,117,7,2,3,0,1
1513,0,1,65,1,0,0,2,100,4,5,4,0,1
1514,1,0,40,1,0,0,0,8,2,4,2,0,1
1515,0,1,74,0,1,0,2,299,12,10,12,0,1
1516,0,1,62,1,0,0,2,188,6,1,4,0,1
1517,0,1,69,1,0,0,2,319,14,10,8,0,1
1518,1,0,25,1,0,0,2,3,0,0,0,0,1
1519,1,0,61,1,0,0,2,211,8,9,8,0,1
1520,0,1,35,1,0,0,2,50,0,2,0,0,1
1521,1,0,23,1,0,0,2,151,4,5,1,0,1
1522,1,0,55,1,0,0,2,170,8,8,7,0,1
1523,1,0,28,0,0,1,2,244,9,10,13,0,1
1524,0,1,55,1,0,0,2,296,12,8,11,0,1
1525,1,0,57,1,0,0,2,129,0,0,1,0,1
1526,0,1,61,1,0,0,2,205,7,2,5,0,1
1527,1,0,64,1,0,0,2,124,6,3,0,0,1
1528,0,1,60,1,0,0,2,139,6,3,0,0,1
1529,1,0,44,1,0,0,2,228,18,12,7,0,1
1530,0,1,25,1,0,0,2,27,3,0,0,0,1
1531,0,1,53,1,0,0,2,588,27,17,24,0,1
1532,0,1,56,1,0,0,2,333,15,14,10,0,1
1533,1,0,45,1,0,0,2,254,6,8,15,0,1
1534,1,0,68,0,0,1,2,192,10,9,8,0,1
1535,1,0,58,1,0,0,2,553,21,22,21,0,1
1536,1,0,32,1,0,0,2,3,0,0,0,0,1
1537,1,0,35,1,0,0,2,259,7,10,10,0,1
1538,1,0,34,1,0,0,2,369,12,15,11,0,1
1539,0,1,65,1,0,0,2,487,26,22,19,0,1
1540,1,0,39,1,0,0,2,476,25,22,23,0,1
1541,1,0,49,1,0,0,2,0,0,0,0,0,1
1542,0,1,92,1,0,0,2,188,5,8,4,0,1
1543,1,0,27,1,0,0,2,68,0,0,0,0,1
1544,1,0,49,1,0,0,2,71,2,1,2,0,1
1545,0,1,25,1,0,0,2,214,11,10,11,0,1
1546,1,0,43,1,0,0,2,688,31,27,20,0,1
1547,0,1,41,1,0,0,2,32,0,0,0,0,1
1548,0,1,52,1,0,0,2,420,3,14,12,0,1
1549,0,1,48,1,0,0,2,43,0,0,2,0,1
1550,0,1,40,1,0,0,2,148,0,0,0,0,1
1551,0,1,68,1,0,0,2,193,11,8,4,0,1
1552,1,0,38,1,0,0,2,515,18,21,18,0,1
1553,0,1,65,1,0,0,2,361,18,15,14,0,1
1554,1,0,50,1,0,0,2,31,0,0,0,0,1
1555,1,0,37,1,0,0,2,27,0,0,0,0,1
1556,0,0,64,1,0,0,2,94,8,4,0,0,1
1557,1,0,75,1,0,0,2,219,10,5,9,0,1
1558,1,0,69,1,0,0,2,31,0,0,0,0,1
1559,1,0,26,1,0,0,2,33,0,0,0,0,1
1560,0,1,57,1,0,0,2,268,12,11,15,0,1
1561,0,1,68,1,0,0,2,479,24,25,23,0,1
1562,1,0,74,1,0,0,2,267,12,11,15,0,1
1563,1,0,60,1,0,0,2,174,13,8,9,0,1
1564,1,0,45,1,0,0,2,91,5,3,6,0,1
1565,0,1,45,1,0,0,2,243,12,13,13,0,1
1566,0,1,61,1,0,0,2,315,9,4,2,0,1
1567,1,0,57,1,0,0,2,148,4,8,11,0,1
1568,0,1,40,1,0,0,2,523,21,24,24,0,1
1569,0,1,52,1,0,0,2,73,3,4,5,0,1
1570,0,1,56,1,0,0,2,283,13,16,12,0,1
1571,0,1,44,1,0,0,2,563,25,23,23,0,1
1572,0,1,76,1,0,0,2,495,23,21,18,0,1
1573,0,1,45,1,0,0,2,456,17,12,15,0,1
1574,1,0,0,1,0,0,2,112,12,1,0,0,1
1575,0,1,75,1,0,0,2,202,7,8,8,0,1
1576,0,1,63,1,0,0,2,459,11,15,14,0,1
1577,0,1,73,1,0,0,2,274,6,15,11,0,1
1578,1,0,34,1,0,0,2,267,7,6,9,0,1
1579,1,0,67,1,0,0,2,486,24,20,22,0,1
1580,0,1,44,1,0,0,2,81,3,0,0,0,1
1581,1,0,53,1,0,0,2,145,8,8,4,0,1
1582,1,0,51,1,0,0,2,21,0,0,0,0,1
1583,0,1,50,1,0,0,2,87,0,5,8,0,1
1584,0,1,36,1,0,0,2,66,1,4,7,0,1
1585,0,1,28,1,0,0,2,314,13,13,9,0,1
1586,0,1,58,1,0,0,2,171,12,9,6,0,1
1587,1,0,56,1,0,0,2,498,17,22,26,0,1
1588,0,1,57,1,0,0,2,125,4,6,4,0,1
1589,0,1,47,1,0,0,2,344,13,6,5,0,1
1590,0,1,43,1,0,0,2,345,20,18,16,0,1
1591,0,1,45,1,0,0,2,395,16,17,13,0,1
1592,1,0,48,1,0,0,2,61,2,2,1,0,1
1593,1,0,34,1,0,0,2,35,0,0,0,0,1
1594,0,1,52,1,0,0,2,35,0,0,0,0,1
1595,0,1,53,1,0,0,2,62,3,1,0,0,1
1596,1,0,67,1,0,0,2,511,26,25,23,0,1
1597,1,0,58,1,0,0,2,303,10,10,15,0,1
1598,1,0,36,1,0,0,2,19,0,0,0,0,1
1599,1,0,71,0,1,0,2,253,9,8,11,0,1
1600,1,0,67,1,0,0,2,187,8,7,5,0,1
1601,0,1,31,1,0,0,2,79,3,1,1,0,1
1602,1,0,72,1,0,0,2,523,18,20,15,0,1
1603,1,0,72,1,0,0,2,508,22,21,21,0,1
1604,1,0,60,1,0,0,2,202,11,7,4,0,1
1605,1,0,22,1,0,0,2,114,2,1,4,0,1
1606,0,1,35,1,0,0,2,217,8,5,13,0,1
1607,1,0,39,0,0,1,2,55,0,0,0,0,1
1608,1,0,57,1,0,0,2,62,1,1,1,0,1
1609,1,0,40,1,0,0,2,172,5,4,8,0,1
1610,1,0,32,0,0,1,2,13,0,0,0,0,1
1611,1,0,29,1,0,0,2,137,4,2,4,0,1
1612,0,1,55,1,0,0,2,227,4,8,2,0,1
1613,1,0,44,0,0,1,2,62,9,1,0,0,1
1614,1,0,30,1,0,0,2,168,9,10,8,0,1
1615,1,0,42,1,0,0,2,30,0,0,0,0,1
1616,1,0,51,1,0,0,2,301,11,12,9,0,1
1617,1,0,45,1,0,0,2,211,8,10,11,0,1
1618,0,1,49,1,0,0,2,77,6,6,4,0,1
1619,0,1,81,1,0,0,2,433,17,21,19,0,1
1620,1,0,45,1,0,0,2,83,2,2,2,0,1
1621,0,1,43,1,0,0,2,74,5,4,2,0,1
1622,0,1,36,1,0,0,2,163,8,9,8,0,1
1623,0,1,36,1,0,0,2,140,11,4,10,0,1
1624,1,0,69,1,0,0,2,416,18,17,18,0,1
1625,0,1,78,1,0,0,2,58,1,3,0,0,1
1626,0,1,53,1,0,0,2,230,8,15,6,0,1
1627,0,1,48,1,0,0,2,444,16,21,20,0,1
1628,0,1,70,0,1,0,2,193,10,4,6,0,1
1629,1,0,60,1,0,0,1,166,10,12,10,0,1
1630,0,1,56,1,0,0,2,274,8,7,10,0,1
1631,1,0,45,1,0,0,2,156,0,1,2,0,1
1632,0,1,43,1,0,0,2,0,0,0,0,0,1
1633,0,1,56,1,0,0,2,255,10,12,8,0,1
1634,0,1,79,1,0,0,2,483,19,22,16,0,1
1635,0,1,25,1,0,0,2,219,7,5,6,0,1
1636,0,1,60,1,0,0,2,141,7,1,1,0,1
1637,1,0,54,1,0,0,2,487,19,18,23,0,1
1638,0,1,28,1,0,0,2,89,2,1,0,0,1
1639,0,1,62,1,0,0,2,268,16,11,12,0,1
1640,1,0,45,1,0,0,2,679,50,50,44,0,1
1641,1,0,74,1,0,0,2,12,0,0,0,0,1
1642,1,0,33,1,0,0,2,146,2,0,0,0,1
1643,0,1,52,1,0,0,2,357,15,12,14,0,1
1644,1,0,72,1,0,0,2,479,21,16,18,0,1
1645,0,1,39,1,0,0,2,112,0,0,0,0,1
1646,0,1,69,1,0,0,2,137,4,2,3,0,1
1647,0,1,60,1,0,0,2,242,10,7,7,0,1
1648,1,0,43,1,0,0,2,180,3,6,1,0,1
1649,1,0,65,1,0,0,2,305,13,11,8,0,1
1650,1,0,52,1,0,0,2,71,3,2,0,0,1
1651,0,1,38,1,0,0,2,18,0,0,0,0,1
1652,1,0,65,1,0,0,2,578,20,24,21,0,1
1653,0,1,49,1,0,0,2,212,9,11,9,0,1
1654,1,0,41,1,0,0,2,47,2,0,0,0,1
1655,0,1,41,1,0,0,2,12,0,0,1,0,1
1656,1,0,44,1,0,0,2,392,17,17,16,0,1
1657,1,0,58,1,0,0,2,0,0,0,0,0,1
1658,1,0,58,1,0,0,2,361,18,17,15,0,1
1659,1,0,56,1,0,0,2,0,0,0,0,0,1
1660,0,1,46,1,0,0,2,168,8,9,6,0,1
1661,0,1,29,1,0,0,2,303,13,14,5,0,1
1662,0,1,29,1,0,0,2,188,8,7,7,0,1
1663,0,1,65,0,1,0,2,217,6,7,10,0,1
1664,0,1,58,1,0,0,2,300,20,17,8,0,1
1665,0,1,49,1,0,0,2,68,0,0,0,0,1
1666,1,0,79,1,0,0,2,506,22,20,16,0,1
1667,0,1,56,1,0,0,2,14,0,1,0,0,1
1668,0,1,81,0,1,0,2,400,15,15,14,0,1
1669,1,0,69,1,0,0,2,516,23,21,21,0,1
1670,0,1,42,1,0,0,2,21,0,0,0,0,1
1671,1,0,44,1,0,0,2,136,2,1,1,0,1
1672,1,0,42,1,0,0,2,80,0,0,0,0,1
1673,0,1,58,1,0,0,2,169,6,9,6,0,1
1674,1,0,58,1,0,0,2,355,18,14,11,0,1
1675,1,0,52,0,0,1,2,9,1,1,0,0,1
1676,1,0,58,0,0,1,2,193,5,9,6,0,1
1677,0,1,60,1,0,0,2,341,12,16,19,0,1
1678,1,0,26,1,0,0,2,33,0,0,1,0,1
1679,0,1,65,1,0,0,2,573,23,25,24,0,1
1680,1,0,45,1,0,0,2,488,16,18,18,0,1
1681,1,0,64,1,0,0,2,1284,54,53,47,0,1
1682,1,0,50,1,0,0,2,310,10,7,11,0,1
1683,0,1,54,1,0,0,2,248,6,7,5,0,1
1684,0,1,35,1,0,0,2,243,6,5,5,0,1
1685,1,0,29,1,0,0,2,292,12,9,10,0,1
1686,0,1,65,1,0,0,2,353,12,11,12,0,1
1687,0,1,68,0,1,0,2,299,16,7,8,0,1
1688,0,1,84,1,0,0,2,427,12,20,15,0,1
1689,1,0,37,1,0,0,2,239,17,16,6,0,1
1690,0,1,75,1,0,0,2,95,0,5,1,0,1
1691,0,1,61,1,0,0,2,258,12,10,9,0,1
1692,0,1,44,1,0,0,2,85,7,0,0,0,1
1693,0,1,53,0,1,0,2,179,7,7,6,0,1
1694,0,1,72,0,1,0,2,372,17,14,13,0,1
1695,1,0,75,1,0,0,2,183,6,5,6,0,1
1696,0,1,58,1,0,0,2,457,21,19,14,0,1
1697,0,1,55,1,0,0,2,17,0,0,0,0,1
1698,1,0,63,0,1,0,2,167,9,10,2,0,1
1699,0,1,55,1,0,0,2,133,3,8,8,0,1
1700,0,1,53,0,1,0,2,8,0,0,0,0,1
1701,1,0,33,1,0,0,2,165,5,6,4,0,1
1702,0,1,38,1,0,0,2,165,4,8,3,0,1
1703,0,1,45,1,0,0,2,71,0,1,0,0,1
1704,0,1,48,1,0,0,2,110,2,4,4,0,1
1705,0,1,57,1,0,0,2,164,5,1,4,0,1
1706,1,0,38,1,0,0,2,185,5,4,3,0,1
1707,0,1,51,1,0,0,2,34,0,0,0,0,1
1708,0,1,56,1,0,0,2,13,0,0,0,0,1
1709,0,1,81,1,0,0,2,295,16,19,10,0,1
1710,0,1,45,1,0,0,2,4,0,0,0,0,1
1711,0,1,65,1,0,0,2,262,11,9,12,0,1
1712,1,0,54,1,0,0,2,151,7,3,4,0,1
1713,1,0,41,1,0,0,2,281,23,13,16,0,1
1714,0,1,64,1,0,0,2,292,22,20,14,0,1
1715,1,0,58,1,0,0,2,51,0,0,0,0,1
1716,1,0,50,1,0,0,2,2,0,0,0,0,1
1717,1,0,44,1,0,0,2,86,2,3,3,0,1
1718,0,1,53,1,0,0,2,266,15,10,9,0,1
1719,1,0,40,1,0,0,2,137,2,4,0,0,1
1720,1,0,55,1,0,0,2,329,12,15,12,0,1
1721,1,0,61,1,0,0,2,423,14,8,9,0,1
1722,1,0,28,1,0,0,2,2,0,0,0,0,1
1723,1,0,58,1,0,0,2,195,9,7,5,0,1
1724,0,1,51,1,0,0,2,19,0,0,0,0,1
1725,0,1,31,1,0,0,2,2,0,0,0,0,1
1726,1,0,44,1,0,0,2,73,2,4,2,0,1
1727,0,1,41,1,0,0,2,204,8,7,0,0,1
1728,1,0,50,1,0,0,2,566,24,25,23,0,1
1729,0,1,44,1,0,0,2,468,22,21,23,0,1
1730,1,0,49,1,0,0,2,34,0,2,0,0,1
1731,0,1,40,1,0,0,2,17,0,2,0,0,1
1732,0,1,50,1,0,0,2,53,0,2,0,0,1
1733,0,1,59,1,0,0,2,1,0,0,0,0,1
1734,0,1,57,1,0,0,2,304,10,12,11,0,1
1735,1,0,19,1,0,0,2,173,0,4,3,0,1
1736,1,0,20,1,0,0,2,67,0,0,1,0,1
1737,0,1,39,1,0,0,2,318,14,13,14,0,1
1738,0,1,59,1,0,0,2,128,2,3,5,0,1
1739,0,1,49,1,0,0,2,5,0,0,0,0,1
1740,0,1,58,1,0,0,2,140,4,4,5,0,1
1741,1,0,61,1,0,0,2,189,15,13,12,0,1
1742,1,0,68,1,0,0,2,500,28,23,15,0,1
1743,1,0,27,1,0,0,2,79,3,7,6,0,1
1744,1,0,39,1,0,0,2,160,8,9,8,0,1
1745,0,1,38,1,0,0,2,295,11,9,12,0,1
1746,1,0,62,0,0,1,2,257,17,11,18,0,1
1747,1,0,52,1,0,0,2,483,21,22,19,0,1
1748,1,0,47,0,0,1,2,127,5,3,7,0,1
1749,1,0,43,1,0,0,2,164,9,6,6,0,1
1750,0,1,60,0,0,1,2,555,22,20,21,0,1
1751,0,1,52,1,0,0,2,314,14,7,11,0,1
1752,1,0,39,1,0,0,2,92,1,4,4,0,1
1753,1,0,33,1,0,0,2,15,0,0,0,0,1
1754,0,1,50,1,0,0,2,2,0,1,0,0,1
1755,1,0,43,1,0,0,2,359,17,14,13,0,1
1756,0,1,59,1,0,0,2,229,12,11,9,0,1
1757,0,1,49,1,0,0,2,35,2,0,0,0,1
1758,1,0,42,1,0,0,2,98,0,7,2,0,1
1759,0,1,71,1,0,0,2,61,0,0,0,0,1
1760,0,1,26,1,0,0,2,71,5,3,2,0,1
1761,0,1,66,1,0,0,2,113,7,3,3,0,1
1762,1,0,77,1,0,0,2,569,22,24,23,0,1
1763,0,1,36,1,0,0,2,162,6,0,7,0,1
1764,0,1,59,1,0,0,2,472,22,17,18,0,1
1765,0,1,50,1,0,0,2,3,0,0,0,0,1
1766,0,1,54,1,0,0,2,414,18,19,21,0,1
1767,0,1,45,1,0,0,2,379,12,18,16,0,1
1768,0,1,53,1,0,0,2,379,9,8,6,0,1
1769,0,1,42,1,0,0,2,88,3,3,2,0,1
1770,0,1,42,1,0,0,2,214,8,13,11,0,1
1771,1,0,43,0,0,1,2,12,0,1,1,0,1
1772,0,1,41,1,0,0,2,251,10,8,9,0,1
1773,0,1,35,1,0,0,2,165,6,9,5,0,1
1774,0,1,56,1,0,0,2,165,7,8,10,0,1
1775,0,1,54,0,0,1,2,43,0,0,0,0,1
1776,1,0,50,1,0,0,2,27,1,0,0,0,1
1777,0,1,46,1,0,0,2,20,0,0,0,0,1
1778,1,0,44,1,0,0,2,82,4,1,3,0,1
1779,1,0,42,1,0,0,2,260,10,7,3,0,1
1780,0,1,22,1,0,0,2,256,8,11,13,0,1
1781,1,0,38,1,0,0,2,205,11,2,5,0,1
1782,0,1,48,1,0,0,2,225,10,7,10,0,1
1783,1,0,46,1,0,0,2,157,1,1,1,0,1
1784,1,0,59,1,0,0,2,310,13,11,13,0,1
1785,0,1,58,1,0,0,2,56,5,3,4,0,1
1786,0,1,32,1,0,0,2,62,4,3,4,0,1
1787,1,0,44,1,0,0,2,93,4,2,1,0,1
1788,1,0,67,1,0,0,2,185,6,8,7,0,1
1789,1,0,36,1,0,0,2,152,6,6,4,0,1
1790,1,0,36,1,0,0,2,275,9,9,0,0,1
1791,0,1,48,0,1,0,2,3,0,0,0,0,1
1792,1,0,44,1,0,0,2,283,13,14,11,0,1
1793,0,1,43,1,0,0,2,590,26,22,24,0,1
1794,0,1,76,1,0,0,2,79,2,0,1,0,1
1795,0,1,49,1,0,0,2,0,0,0,0,0,1
1796,1,0,25,1,0,0,2,131,8,8,7,0,1
1797,1,0,50,1,0,0,2,18,0,0,0,0,1
1798,0,1,52,1,0,0,2,399,17,15,10,0,1
1799,0,1,66,1,0,0,2,435,19,22,15,0,1
1800,0,1,80,1,0,0,2,154,9,9,7,0,1
1801,1,0,75,1,0,0,2,628,26,26,24,0,1
1802,0,1,47,1,0,0,2,981,49,41,45,0,1
1803,0,1,68,1,0,0,2,212,16,12,14,0,1
1804,0,1,63,1,0,0,2,176,8,6,7,0,1
1805,0,1,51,1,0,0,2,135,8,6,5,0,1
1806,0,1,66,1,0,0,2,246,10,7,11,0,1
1807,0,1,71,1,0,0,2,454,22,22,17,0,1
1808,0,1,72,1,0,0,2,326,13,16,14,0,1
1809,0,1,68,1,0,0,2,134,4,9,3,0,1
1810,0,1,51,1,0,0,2,64,0,0,0,0,1
1811,0,1,56,1,0,0,2,27,0,0,0,0,1
1812,0,1,62,1,0,0,2,227,5,6,6,0,1
1813,1,0,62,1,0,0,2,243,7,4,6,0,1
1814,0,1,69,1,0,0,2,104,14,10,5,0,1
1815,1,0,54,1,0,0,2,170,14,10,2,0,1
1816,0,1,65,1,0,0,2,199,8,5,1,0,1
1817,0,1,55,1,0,0,2,98,4,4,3,0,1
1818,1,0,37,1,0,0,2,2,0,0,0,0,1
1819,0,1,50,1,0,0,2,270,14,11,10,0,1
1820,1,0,25,1,0,0,2,12,0,2,0,0,1
1821,0,1,61,0,1,0,2,514,21,21,19,0,1
1822,1,0,71,0,1,0,2,280,7,6,8,0,1
1823,0,1,50,1,0,0,2,244,6,7,8,0,1
1824,1,0,58,1,0,0,2,299,11,18,9,0,1
1825,1,0,67,1,0,0,2,603,25,24,24,0,1
1826,0,1,53,1,0,0,2,52,4,0,4,0,1
1827,1,0,41,1,0,0,2,400,19,15,12,0,1
1828,1,0,64,0,1,0,2,351,14,15,11,0,1
1829,0,1,42,1,0,0,2,74,3,3,2,0,1
1830,0,1,74,0,1,0,2,414,17,19,15,0,1
1831,1,0,78,0,1,0,2,400,12,16,12,0,1
1832,1,0,54,1,0,0,2,18,0,1,1,0,1
1833,0,1,43,1,0,0,2,242,11,12,9,0,1
1834,0,1,37,1,0,0,2,437,18,19,12,0,1
1835,0,1,74,1,0,0,2,225,0,12,23,0,1
1836,0,1,66,1,0,0,2,586,25,16,24,0,1
1837,1,0,67,1,0,0,2,543,20,20,18,0,1
1838,1,0,39,1,0,0,2,314,15,11,11,0,1
1839,0,1,43,1,0,0,2,100,1,1,0,0,1
1840,1,0,68,1,0,0,2,365,11,12,17,0,1
1841,0,1,55,1,0,0,2,98,5,3,3,0,1
1842,1,0,55,1,0,0,2,50,5,2,0,0,1
1843,0,1,43,1,0,0,2,147,8,6,6,0,1
1844,1,0,46,1,0,0,2,2,0,0,0,0,1
1845,1,0,81,0,1,0,2,418,17,20,19,0,1
1846,1,0,74,1,0,0,2,341,14,13,11,0,1
1847,0,1,64,1,0,0,2,283,13,10,11,0,1
1848,1,0,66,1,0,0,2,496,20,18,19,0,1
1849,1,0,48,1,0,0,2,135,0,4,3,0,1
1850,1,0,52,0,0,1,2,175,7,3,6,0,1
1851,1,0,55,1,0,0,2,179,11,6,6,0,1
1852,1,0,64,1,0,0,2,1,0,0,0,0,1
1853,0,1,45,0,1,0,2,162,3,4,7,0,1
1854,1,0,54,1,0,0,2,214,8,9,5,0,1
1855,1,0,68,1,0,0,2,246,9,8,12,0,1
1856,1,0,54,1,0,0,2,295,11,16,13,0,1
1857,0,1,70,1,0,0,2,514,19,13,16,0,1
1858,0,1,63,0,1,0,2,207,7,6,5,0,1
1859,1,0,64,1,0,0,2,375,11,15,12,0,1
1860,1,0,55,1,0,0,2,567,21,23,22,0,1
1861,0,1,59,0,1,0,2,215,9,6,8,0,1
1862,0,1,56,0,1,0,2,199,8,6,8,0,1
1863,0,1,59,1,0,0,2,217,7,3,3,0,1
1864,1,0,67,1,0,0,2,282,11,10,14,0,1
1865,1,0,73,1,0,0,2,495,24,26,23,0,1
1866,1,0,72,1,0,0,2,406,22,16,16,0,1
1867,1,0,60,1,0,0,2,82,4,3,2,0,1
1868,1,0,78,1,0,0,2,510,22,19,19,0,1
1869,1,0,57,1,0,0,2,228,9,5,10,0,1
1870,1,0,25,0,1,0,2,71,2,3,0,0,1
1871,0,1,50,0,1,0,2,177,10,9,6,0,1
1872,1,0,75,0,1,0,2,330,14,12,12,0,1
1873,1,0,44,1,0,0,2,108,0,0,0,0,1
1874,1,0,62,1,0,0,2,1,0,0,0,0,1
1875,1,0,68,1,0,0,2,503,22,21,19,0,1
1876,0,1,69,1,0,0,2,581,26,23,23,0,1
1877,0,1,48,1,0,0,2,82,0,0,0,0,1
1878,1,0,44,1,0,0,2,118,5,4,3,0,1
1879,1,0,56,1,0,0,2,158,7,3,8,0,1
1880,1,0,72,1,0,0,2,475,19,20,17,0,1
1881,0,1,66,1,0,0,2,236,11,16,18,0,1
1882,0,1,62,1,0,0,2,45,10,6,8,0,1
1883,0,1,31,1,0,0,2,102,1,0,0,0,1
1884,1,0,39,1,0,0,2,43,1,1,4,0,1
1885,0,1,56,1,0,0,2,252,10,5,2,0,1
1886,1,0,67,1,0,0,2,6,0,0,0,0,1
1887,0,1,56,1,0,0,2,150,6,5,5,0,1
1888,0,1,46,0,0,1,2,0,0,0,0,0,1
1889,1,0,50,0,0,1,2,0,0,0,0,0,1
1890,1,0,29,1,0,0,2,26,0,3,6,0,1
1891,0,1,55,1,0,0,2,78,2,1,2,0,1
1892,0,1,57,1,0,0,2,50,2,0,1,0,1
1893,1,0,35,1,0,0,2,21,0,2,0,0,1
1894,1,0,44,1,0,0,2,29,3,0,0,0,1
1895,0,1,28,1,0,0,2,19,3,0,1,0,1
1896,0,1,58,1,0,0,2,103,4,3,3,0,1
1897,0,1,49,1,0,0,2,141,3,1,2,0,1
1898,1,0,32,1,0,0,2,75,4,4,3,0,1
1899,0,1,66,0,0,1,2,260,15,14,8,0,1
1900,0,1,52,1,0,0,2,159,8,2,4,0,1
1901,1,0,19,1,0,0,2,71,4,3,1,0,1
1902,0,1,40,1,0,0,2,152,5,0,0,0,1
1903,1,0,26,1,0,0,2,356,12,9,9,0,1
1904,1,0,31,1,0,0,2,41,0,0,0,0,1
1905,1,0,67,1,0,0,2,152,10,8,7,0,1
1906,0,1,51,1,0,0,2,140,0,3,0,0,1
1907,1,0,51,1,0,0,2,206,8,9,6,0,1
1908,0,1,45,1,0,0,2,45,2,1,1,0,1
1909,1,0,26,1,0,0,2,188,15,11,10,0,1
1910,0,1,30,1,0,0,2,90,1,7,4,0,1
1911,0,1,47,1,0,0,1,77,3,3,1,0,1
1912,0,1,54,1,0,0,2,81,3,3,3,0,1
1913,1,0,45,1,0,0,2,27,0,0,0,0,1
1914,1,0,27,1,0,0,2,30,0,0,0,0,1
1915,1,0,32,1,0,0,2,305,10,4,13,0,1
1916,1,0,74,1,0,0,2,397,15,13,19,0,1
1917,1,0,44,1,0,0,2,85,2,4,2,0,1
1918,1,0,41,1,0,0,2,135,3,4,4,0,1
1919,1,0,34,1,0,0,2,3,0,0,0,0,1
1920,1,0,46,1,0,0,2,137,1,6,2,0,1
1921,1,0,45,1,0,0,2,374,21,21,18,0,1
1922,0,1,37,1,0,0,2,219,9,8,7,0,1
1923,1,0,43,1,0,0,2,99,3,2,2,0,1
1924,1,0,34,1,0,0,2,180,12,9,8,0,1
1925,0,1,28,1,0,0,2,3,0,0,0,0,1
